Date,Product Or service Name, Amount  ,restaurant_id
21-12-2025,POS Subscription - Renewal,7000,105621
21-12-2025,POS Subscription - Renewal,7000,359411
21-12-2025,POS Subscription - Renewal,7000,102045
21-12-2025,POS Subscription - Renewal,7000,150202
21-12-2025,POS Subscription - Renewal,7000,103260
21-12-2025,POS Subscription - Renewal,7000,359032
21-12-2025,POS Subscription - Renewal,7000,64677
21-12-2025,POS Subscription - Renewal,7000,22203
21-12-2025,POS Subscription - Renewal,7000,359639
21-12-2025,POS Subscription - Renewal,7000,63536
21-12-2025,POS Subscription - Renewal,7000,22409
21-12-2025,POS Subscription - Renewal,4500,359956
21-12-2025,POS Subscription - Renewal,7000,360104
21-12-2025,POS Subscription - Renewal,7000,62793
21-12-2025,POS Subscription - Renewal,7000,154407
22-12-2025,POS Subscription - Renewal,7000,359529
22-12-2025,POS Subscription - Renewal,7000,360378
22-12-2025,POS Subscription - Renewal,7000,64127
22-12-2025,POS Subscription - Renewal,7000,351800
22-12-2025,POS Subscription - Renewal,7000,104219
22-12-2025,POS Subscription - Renewal,7000,64147
22-12-2025,POS Subscription - Renewal,7000,102816
22-12-2025,POS Subscription - Renewal,7000,104893
22-12-2025,POS Subscription - Renewal,4500,152935
22-12-2025,POS Subscription - Renewal,4506.78,144583
22-12-2025,POS Subscription - Renewal,4500,102385
22-12-2025,POS Subscription - Renewal,6355.93,101665
22-12-2025,POS Subscription - Renewal,4500,358796
22-12-2025,POS Subscription - Renewal,7000,360355
22-12-2025,POS Subscription - Renewal,7000,354283
22-12-2025,POS Subscription - Renewal,4500,104576
22-12-2025,POS Subscription - Renewal,4500,152962
22-12-2025,POS Subscription - Renewal,4500,148353
22-12-2025,POS Subscription - Renewal,4500,360070
22-12-2025,POS Subscription - Renewal,7000,108047
22-12-2025,POS Subscription - Renewal,7000,151020
22-12-2025,POS Subscription - Renewal,7000,361175
22-12-2025,POS Subscription - Renewal,7000,354280
22-12-2025,POS Subscription - Renewal,7000,360271
22-12-2025,POS Subscription - Renewal,7000,104815
22-12-2025,POS Subscription - Renewal,4500,343655
22-12-2025,POS Subscription - Renewal,4500,360308
22-12-2025,POS Subscription - Renewal,4500,360303
22-12-2025,POS Subscription - Renewal,7000,360298
22-12-2025,POS Subscription - Renewal,4500,360302
22-12-2025,POS Subscription - Renewal,4500,360307
22-12-2025,POS Subscription - Renewal,4500,360305
22-12-2025,POS Subscription - Renewal,4500,360300
22-12-2025,POS Subscription - Renewal,7000,21787
22-12-2025,POS Subscription - Renewal,7000,155584
22-12-2025,POS Subscription - Renewal,7000,23028
22-12-2025,POS Subscription - Renewal,7000,153134
22-12-2025,POS Subscription - Renewal,7000,14346
22-12-2025,POS Subscription - Renewal,7000,64550
22-12-2025,POS Subscription - Renewal,7000,104217
22-12-2025,POS Subscription - Renewal,7000,105198
22-12-2025,POS Subscription - Renewal,7000,101797
22-12-2025,POS Subscription - Renewal,7000,105523
22-12-2025,POS Subscription - Renewal,7000,99735
22-12-2025,POS Subscription - Renewal,4516.95,103803
22-12-2025,POS Subscription - Renewal,7000,64082
22-12-2025,POS Subscription - Renewal,7000,64083
22-12-2025,POS Subscription - Renewal,4500,151582
22-12-2025,POS Subscription - Renewal,7000,360875
23-12-2025,POS Subscription - Renewal,7000,7716
23-12-2025,POS Subscription - Renewal,7000,12660
23-12-2025,POS Subscription - Renewal,7000,104245
23-12-2025,POS Subscription - Renewal,7000,63766
23-12-2025,POS Subscription - Renewal,7000,360004
23-12-2025,POS Subscription - Renewal,7000,348331
23-12-2025,POS Subscription - Renewal,7000,103626
23-12-2025,POS Subscription - Renewal,7000,153287
23-12-2025,POS Subscription - Renewal,7000,103301
23-12-2025,POS Subscription - Renewal,7000,352699
23-12-2025,POS Subscription - Renewal,7000,153643
23-12-2025,POS Subscription - Renewal,7000,106836
23-12-2025,POS Subscription - Renewal,7000,23025
23-12-2025,POS Subscription - Renewal,7000,105006
23-12-2025,POS Subscription - Renewal,7000,153164
23-12-2025,POS Subscription - Renewal,7000,103440
23-12-2025,POS Subscription - Renewal,7000,358508
23-12-2025,POS Subscription - Renewal,7000,61125
23-12-2025,POS Subscription - Renewal,7000,152943
23-12-2025,POS Subscription - Renewal,7000,65003
23-12-2025,POS Subscription - Renewal,4500,21776
23-12-2025,POS Subscription - Renewal,4500,153457
23-12-2025,POS Subscription - Renewal,7000,359283
23-12-2025,POS Subscription - Renewal,4500,358561
23-12-2025,POS Subscription - Renewal,4500,153971
23-12-2025,POS Subscription - Renewal,2359.32,354606
23-12-2025,POS Subscription - Renewal,7000,152518
23-12-2025,POS Subscription - Renewal,7000,360676
23-12-2025,POS Subscription - Renewal,7000,30407
23-12-2025,POS Subscription - Renewal,7000,101287
23-12-2025,POS Subscription - Renewal,1325.42,53531
23-12-2025,POS Subscription - Renewal,4697.46,44596
23-12-2025,POS Subscription - Renewal,5613.56,41007
23-12-2025,POS Subscription - Renewal,5613.56,41001
23-12-2025,POS Subscription - Renewal,5594.07,69777
23-12-2025,POS Subscription - Renewal,5613.56,41000
23-12-2025,POS Subscription - Renewal,5613.56,41009
23-12-2025,POS Subscription - Renewal,5613.56,41003
23-12-2025,POS Subscription - Renewal,5613.56,41006
23-12-2025,POS Subscription - Renewal,7000,360759
23-12-2025,POS Subscription - Renewal,7000,148343
23-12-2025,POS Subscription - Renewal,7000,360455
24-12-2025,POS Subscription - Renewal,7000,63116
24-12-2025,POS Subscription - Renewal,7000,63648
24-12-2025,POS Subscription - Renewal,7000,103598
24-12-2025,POS Subscription - Renewal,7000,63412
24-12-2025,POS Subscription - Renewal,7000,147782
24-12-2025,POS Subscription - Renewal,7000,152118
24-12-2025,POS Subscription - Renewal,7000,7392
24-12-2025,POS Subscription - Renewal,7000,35485
24-12-2025,POS Subscription - Renewal,7000,101881
24-12-2025,POS Subscription - Renewal,7000,360506
24-12-2025,POS Subscription - Renewal,7000,155465
24-12-2025,POS Subscription - Renewal,7000,358884
24-12-2025,POS Subscription - Renewal,7000,64161
24-12-2025,POS Subscription - Renewal,7000,63712
24-12-2025,POS Subscription - Renewal,7000,63225
24-12-2025,POS Subscription - Renewal,7000,104552
24-12-2025,POS Subscription - Renewal,7000,64109
24-12-2025,POS Subscription - Renewal,7000,38349
24-12-2025,POS Subscription - Renewal,7000,153609
24-12-2025,POS Subscription - Renewal,7000,65232
24-12-2025,POS Subscription - Renewal,7000,105068
24-12-2025,POS Subscription - Renewal,7000,103383
24-12-2025,POS Subscription - Renewal,7000,34409
24-12-2025,POS Subscription - Renewal,7000,360078
24-12-2025,POS Subscription - Renewal,7000,359516
24-12-2025,POS Subscription - Renewal,4500,153867
24-12-2025,POS Subscription - Renewal,7800,33449
24-12-2025,POS Subscription - Renewal,4500,153775
24-12-2025,POS Subscription - Renewal,4500,34640
24-12-2025,POS Subscription - Renewal,7000,155115
24-12-2025,POS Subscription - Renewal,4500,104053
24-12-2025,POS Subscription - Renewal,7000,64914
24-12-2025,POS Subscription - Renewal,7000,104387
24-12-2025,POS Subscription - Renewal,4500,104109
25-12-2025,POS Subscription - Renewal,7000,152282
25-12-2025,POS Subscription - Renewal,7000,104963
25-12-2025,POS Subscription - Renewal,7000,360343
25-12-2025,POS Subscription - Renewal,7000,360089
25-12-2025,POS Subscription - Renewal,7000,359936
25-12-2025,POS Subscription - Renewal,7000,359048
25-12-2025,POS Subscription - Renewal,7000,9237
25-12-2025,POS Subscription - Renewal,7000,64632
25-12-2025,POS Subscription - Renewal,7000,103433
25-12-2025,POS Subscription - Renewal,7000,35449
25-12-2025,POS Subscription - Renewal,7000,360469
25-12-2025,POS Subscription - Renewal,7000,4177
25-12-2025,POS Subscription - Renewal,7000,359855
25-12-2025,POS Subscription - Renewal,7000,358945
25-12-2025,POS Subscription - Renewal,7000,358239
25-12-2025,POS Subscription - Renewal,7000,103809
25-12-2025,POS Subscription - Renewal,4500,64985
25-12-2025,POS Subscription - Renewal,4500,359368
25-12-2025,POS Subscription - Renewal,7191.52,153986
25-12-2025,POS Subscription - Renewal,7000,360211
25-12-2025,POS Subscription - Renewal,7000,154484
25-12-2025,POS Subscription - Renewal,7000,361112
25-12-2025,POS Subscription - Renewal,4500,98156
26-12-2025,POS Subscription - Renewal,7000,35780
26-12-2025,POS Subscription - Renewal,7000,22602
26-12-2025,POS Subscription - Renewal,7000,153881
26-12-2025,POS Subscription - Renewal,7000,360851
26-12-2025,POS Subscription - Renewal,7000,105265
26-12-2025,POS Subscription - Renewal,7000,359564
26-12-2025,POS Subscription - Renewal,7000,356282
26-12-2025,POS Subscription - Renewal,7000,62664
26-12-2025,POS Subscription - Renewal,7000,62845
26-12-2025,POS Subscription - Renewal,7000,352714
26-12-2025,POS Subscription - Renewal,7000,356012
26-12-2025,POS Subscription - Renewal,7000,34889
26-12-2025,POS Subscription - Renewal,7000,93390
26-12-2025,POS Subscription - Renewal,7000,360510
26-12-2025,POS Subscription - Renewal,7000,64527
26-12-2025,POS Subscription - Renewal,7000,359554
26-12-2025,POS Subscription - Renewal,7000,150308
26-12-2025,POS Subscription - Renewal,7000,12758
26-12-2025,POS Subscription - Renewal,7000,73768
26-12-2025,POS Subscription - Renewal,7000,360793
26-12-2025,POS Subscription - Renewal,7000,13708
26-12-2025,POS Subscription - Renewal,7000,360381
26-12-2025,POS Subscription - Renewal,4500,153786
26-12-2025,POS Subscription - Renewal,7000,65380
26-12-2025,POS Subscription - Renewal,7000,65378
26-12-2025,POS Subscription - Renewal,7000,65384
26-12-2025,POS Subscription - Renewal,7000,65375
26-12-2025,POS Subscription - Renewal,4500,22182
26-12-2025,POS Subscription - Renewal,4500,154534
26-12-2025,POS Subscription - Renewal,4500,64250
26-12-2025,POS Subscription - Renewal,4500,357684
26-12-2025,POS Subscription - Renewal,7000,154267
26-12-2025,POS Subscription - Renewal,4500,154118
26-12-2025,POS Subscription - Renewal,4500,66085
26-12-2025,POS Subscription - Renewal,7000,105372
26-12-2025,POS Subscription - Renewal,7000,359752
26-12-2025,POS Subscription - Renewal,7000,359680
26-12-2025,POS Subscription - Renewal,7000,64192
26-12-2025,POS Subscription - Renewal,7000,87978
26-12-2025,POS Subscription - Renewal,7000,154475
26-12-2025,POS Subscription - Renewal,7000,64600
26-12-2025,POS Subscription - Renewal,7000,158653
26-12-2025,POS Subscription - Renewal,7000,360682
26-12-2025,POS Subscription - Renewal,7000,36590
26-12-2025,POS Subscription - Renewal,7000,148596
26-12-2025,POS Subscription - Renewal,7000,358301
26-12-2025,POS Subscription - Renewal,4500,105710
26-12-2025,POS Subscription - Renewal,7000,360769
26-12-2025,POS Subscription - Renewal,7000,63816
26-12-2025,POS Subscription - Renewal,4500,153480
26-12-2025,POS Subscription - Renewal,7000,359558
26-12-2025,POS Subscription - Renewal,7000,64489
26-12-2025,POS Subscription - Renewal,7000,67428
26-12-2025,POS Subscription - Renewal,7000,356731
26-12-2025,POS Subscription - Renewal,7000,105008
26-12-2025,POS Subscription - Renewal,7000,98940
26-12-2025,POS Subscription - Renewal,7000,157491
26-12-2025,POS Subscription - Renewal,7000,360288
26-12-2025,POS Subscription - Renewal,7000,149084
26-12-2025,POS Subscription - Renewal,7000,153445
26-12-2025,POS Subscription - Renewal,1915.25,355085
26-12-2025,POS Subscription - Renewal,4500,102531
27-12-2025,POS Subscription - Renewal,7000,63819
27-12-2025,POS Subscription - Renewal,7000,105627
27-12-2025,POS Subscription - Renewal,7000,360948
27-12-2025,POS Subscription - Renewal,7000,23029
27-12-2025,POS Subscription - Renewal,7000,335572
27-12-2025,POS Subscription - Renewal,7000,109515
27-12-2025,POS Subscription - Renewal,7000,104888
27-12-2025,POS Subscription - Renewal,7000,360388
27-12-2025,POS Subscription - Renewal,7000,154693
27-12-2025,POS Subscription - Renewal,7000,105240
27-12-2025,POS Subscription - Renewal,7000,64543
27-12-2025,POS Subscription - Renewal,7000,360723
27-12-2025,POS Subscription - Renewal,7000,104085
27-12-2025,POS Subscription - Renewal,7000,363946
27-12-2025,POS Subscription - Renewal,7000,361018
27-12-2025,POS Subscription - Renewal,7000,154785
27-12-2025,POS Subscription - Renewal,1694.92,422
28-12-2025,POS Subscription - Renewal,7000,104559
28-12-2025,POS Subscription - Renewal,7000,154753
28-12-2025,POS Subscription - Renewal,7000,105619
28-12-2025,POS Subscription - Renewal,7000,360695
28-12-2025,POS Subscription - Renewal,7000,60532
28-12-2025,POS Subscription - Renewal,7000,360999
28-12-2025,POS Subscription - Renewal,7000,104567
28-12-2025,POS Subscription - Renewal,7000,104972
28-12-2025,POS Subscription - Renewal,7000,154463
28-12-2025,POS Subscription - Renewal,7000,150921
28-12-2025,POS Subscription - Renewal,7000,19034
28-12-2025,POS Subscription - Renewal,7000,64260
28-12-2025,POS Subscription - Renewal,7000,361177
28-12-2025,POS Subscription - Renewal,7000,106017
28-12-2025,POS Subscription - Renewal,7000,155626
28-12-2025,POS Subscription - Renewal,7000,18054
28-12-2025,POS Subscription - Renewal,7000,361077
28-12-2025,POS Subscription - Renewal,4500,154121
29-12-2025,POS Subscription - Renewal,7000,361240
29-12-2025,POS Subscription - Renewal,7000,156293
29-12-2025,POS Subscription - Renewal,7000,151957
29-12-2025,POS Subscription - Renewal,7000,357480
29-12-2025,POS Subscription - Renewal,7000,105245
29-12-2025,POS Subscription - Renewal,7000,104556
29-12-2025,POS Subscription - Renewal,7000,23032
29-12-2025,POS Subscription - Renewal,7000,64991
29-12-2025,POS Subscription - Renewal,7000,356200
29-12-2025,POS Subscription - Renewal,7000,64958
29-12-2025,POS Subscription - Renewal,7000,104693
29-12-2025,POS Subscription - Renewal,7000,104553
29-12-2025,POS Subscription - Renewal,7000,361108
29-12-2025,POS Subscription - Renewal,7000,105642
29-12-2025,POS Subscription - Renewal,7000,361087
29-12-2025,POS Subscription - Renewal,7000,152193
29-12-2025,POS Subscription - Renewal,7000,154841
29-12-2025,POS Subscription - Renewal,7000,105882
29-12-2025,POS Subscription - Renewal,7000,154752
29-12-2025,POS Subscription - Renewal,7000,104929
29-12-2025,POS Subscription - Renewal,7000,155295
29-12-2025,POS Subscription - Renewal,7000,103734
29-12-2025,POS Subscription - Renewal,7000,151951
29-12-2025,POS Subscription - Renewal,7000,155038
29-12-2025,POS Subscription - Renewal,7000,74455
29-12-2025,POS Subscription - Renewal,7000,35067
29-12-2025,POS Subscription - Renewal,7000,314179
29-12-2025,POS Subscription - Renewal,4500,105830
29-12-2025,POS Subscription - Renewal,7000,155317
29-12-2025,POS Subscription - Renewal,4500,65192
29-12-2025,POS Subscription - Renewal,7000,18269
29-12-2025,POS Subscription - Renewal,4500,154855
29-12-2025,POS Subscription - Renewal,7000,105866
29-12-2025,POS Subscription - Renewal,7000,65359
29-12-2025,POS Subscription - Renewal,4500,13063
29-12-2025,POS Subscription - Renewal,7000,109483
29-12-2025,POS Subscription - Renewal,4500,152960
29-12-2025,POS Subscription - Renewal,4500,101522
29-12-2025,POS Subscription - Renewal,7000,314154
29-12-2025,POS Subscription - Renewal,7000,151655
29-12-2025,POS Subscription - Renewal,7000,358545
29-12-2025,POS Subscription - Renewal,4500,63685
29-12-2025,POS Subscription - Renewal,7000,159206
29-12-2025,POS Subscription - Renewal,7000,54490
29-12-2025,POS Subscription - Renewal,7000,57610
29-12-2025,POS Subscription - Renewal,7000,362052
29-12-2025,POS Subscription - Renewal,7000,359751
29-12-2025,POS Subscription - Renewal,4500,154116
29-12-2025,POS Subscription - Renewal,1745.76,155716
29-12-2025,POS Subscription - Renewal,7000,83318
29-12-2025,POS Subscription - Renewal,7000,104981
29-12-2025,POS Subscription - Renewal,7000,83314
29-12-2025,POS Subscription - Renewal,7000,104990
29-12-2025,POS Subscription - Renewal,7000,104986
29-12-2025,POS Subscription - Renewal,7000,104989
29-12-2025,POS Subscription - Renewal,7000,154015
29-12-2025,POS Subscription - Renewal,7000,84704
29-12-2025,POS Subscription - Renewal,7000,83319
29-12-2025,POS Subscription - Renewal,7000,155963
29-12-2025,POS Subscription - Renewal,7000,104988
29-12-2025,POS Subscription - Renewal,7000,155962
29-12-2025,POS Subscription - Renewal,7000,361057
29-12-2025,POS Subscription - Renewal,7000,65334
29-12-2025,POS Subscription - Renewal,7000,26500
29-12-2025,POS Subscription - Renewal,7000,42226
30-12-2025,POS Subscription - Renewal,7000,151866
30-12-2025,POS Subscription - Renewal,7000,154257
30-12-2025,POS Subscription - Renewal,7000,155288
30-12-2025,POS Subscription - Renewal,7000,154001
30-12-2025,POS Subscription - Renewal,7000,105737
30-12-2025,POS Subscription - Renewal,7000,103197
30-12-2025,POS Subscription - Renewal,7000,64427
30-12-2025,POS Subscription - Renewal,7000,64864
30-12-2025,POS Subscription - Renewal,7000,104354
30-12-2025,POS Subscription - Renewal,7000,105942
30-12-2025,POS Subscription - Renewal,7000,65100
30-12-2025,POS Subscription - Renewal,7000,147323
30-12-2025,POS Subscription - Renewal,7000,360517
30-12-2025,POS Subscription - Renewal,7000,99698
30-12-2025,POS Subscription - Renewal,7000,359852
30-12-2025,POS Subscription - Renewal,7000,149911
30-12-2025,POS Subscription - Renewal,7000,154205
30-12-2025,POS Subscription - Renewal,7000,139150
30-12-2025,POS Subscription - Renewal,7000,154974
30-12-2025,POS Subscription - Renewal,4500,356314
30-12-2025,POS Subscription - Renewal,4500,360209
30-12-2025,POS Subscription - Renewal,7000,351711
30-12-2025,POS Subscription - Renewal,4500,154866
30-12-2025,POS Subscription - Renewal,6355.93,358487
30-12-2025,POS Subscription - Renewal,7000,103778
30-12-2025,POS Subscription - Renewal,7000,361178
30-12-2025,POS Subscription - Renewal,4500,154651
30-12-2025,POS Subscription - Renewal,7000,361539
30-12-2025,POS Subscription - Renewal,7000,155525
30-12-2025,POS Subscription - Renewal,7000,362072
30-12-2025,POS Subscription - Renewal,4500,107377
30-12-2025,POS Subscription - Renewal,4500,103739
30-12-2025,POS Subscription - Renewal,4500,104122
30-12-2025,POS Subscription - Renewal,4500,103781
30-12-2025,POS Subscription - Renewal,4500,36089
30-12-2025,POS Subscription - Renewal,4500,37696
30-12-2025,POS Subscription - Renewal,7000,62382
30-12-2025,POS Subscription - Renewal,2500,61091
30-12-2025,POS Subscription - Renewal,2500,350956
30-12-2025,POS Subscription - Renewal,4500,360652
30-12-2025,POS Subscription - Renewal,7000,361256
30-12-2025,POS Subscription - Renewal,1553.39,140001
30-12-2025,POS Subscription - Renewal,1687.29,145312
30-12-2025,POS Subscription - Renewal,997.46,314985
30-12-2025,POS Subscription - Renewal,7000,154254
30-12-2025,POS Subscription - Renewal,7000,105887
30-12-2025,POS Subscription - Renewal,7000,359258
30-12-2025,POS Subscription - Renewal,4500,147570
30-12-2025,POS Subscription - Renewal,7000,104992
30-12-2025,POS Subscription - Renewal,7000,134099
30-12-2025,POS Subscription - Renewal,7000,83316
30-12-2025,POS Subscription - Renewal,4500,99171
30-12-2025,POS Subscription - Renewal,4500,106139
30-12-2025,POS Subscription - Renewal,7000,361606
30-12-2025,POS Subscription - Renewal,4500,361019
30-12-2025,POS Subscription - Renewal,7000,35406
30-12-2025,POS Subscription - Renewal,7000,155540
30-12-2025,POS Subscription - Renewal,7000,155727
30-12-2025,POS Subscription - Renewal,7000,21275
30-12-2025,POS Subscription - Renewal,7000,7837
30-12-2025,POS Subscription - Renewal,7000,361174
30-12-2025,POS Subscription - Renewal,7000,363065
30-12-2025,POS Subscription - Renewal,7000,153603
30-12-2025,POS Subscription - Renewal,7000,363068
30-12-2025,POS Subscription - Renewal,7000,151458
30-12-2025,POS Subscription - Renewal,7000,64777
30-12-2025,POS Subscription - Renewal,7000,151390
30-12-2025,POS Subscription - Renewal,7000,64990
30-12-2025,POS Subscription - Renewal,7000,152474
30-12-2025,POS Subscription - Renewal,7000,348136
30-12-2025,POS Subscription - Renewal,7000,361308
30-12-2025,POS Subscription - Renewal,1915.25,33511
31-12-2025,POS Subscription - Renewal,7000,152954
31-12-2025,POS Subscription - Renewal,7000,152953
31-12-2025,POS Subscription - Renewal,7000,152951
31-12-2025,POS Subscription - Renewal,7000,152952
31-12-2025,POS Subscription - Renewal,7000,152948
31-12-2025,POS Subscription - Renewal,7000,69538
31-12-2025,POS Subscription - Renewal,7000,64447
31-12-2025,POS Subscription - Renewal,7000,62489
31-12-2025,POS Subscription - Renewal,7000,55125
31-12-2025,POS Subscription - Renewal,7000,25825
31-12-2025,POS Subscription - Renewal,7000,25117
31-12-2025,POS Subscription - Renewal,7000,22852
31-12-2025,POS Subscription - Renewal,7000,16408
31-12-2025,POS Subscription - Renewal,7000,15530
31-12-2025,POS Subscription - Renewal,7000,13192
31-12-2025,POS Subscription - Renewal,7000,11817
31-12-2025,POS Subscription - Renewal,7000,26117
31-12-2025,POS Subscription - Renewal,7000,25901
31-12-2025,POS Subscription - Renewal,7000,25804
31-12-2025,POS Subscription - Renewal,7000,149276
31-12-2025,POS Subscription - Renewal,7000,79904
31-12-2025,POS Subscription - Renewal,7000,62781
31-12-2025,POS Subscription - Renewal,7000,62492
31-12-2025,POS Subscription - Renewal,7000,86707
31-12-2025,POS Subscription - Renewal,7000,69540
31-12-2025,POS Subscription - Renewal,7000,68060
31-12-2025,POS Subscription - Renewal,7000,42082
31-12-2025,POS Subscription - Renewal,7000,38184
31-12-2025,POS Subscription - Renewal,7000,35518
31-12-2025,POS Subscription - Renewal,7000,29940
31-12-2025,POS Subscription - Renewal,7000,25939
31-12-2025,POS Subscription - Renewal,7000,25116
31-12-2025,POS Subscription - Renewal,7000,24801
31-12-2025,POS Subscription - Renewal,7000,24800
31-12-2025,POS Subscription - Renewal,7000,24591
31-12-2025,POS Subscription - Renewal,7000,24586
31-12-2025,POS Subscription - Renewal,7000,24468
31-12-2025,POS Subscription - Renewal,7000,24320
31-12-2025,POS Subscription - Renewal,7000,24290
31-12-2025,POS Subscription - Renewal,7000,24289
31-12-2025,POS Subscription - Renewal,7000,24284
31-12-2025,POS Subscription - Renewal,7000,24238
31-12-2025,POS Subscription - Renewal,7000,24237
31-12-2025,POS Subscription - Renewal,7000,24175
31-12-2025,POS Subscription - Renewal,7000,23903
31-12-2025,POS Subscription - Renewal,7000,23770
31-12-2025,POS Subscription - Renewal,7000,23743
31-12-2025,POS Subscription - Renewal,7000,23742
31-12-2025,POS Subscription - Renewal,7000,23739
31-12-2025,POS Subscription - Renewal,7000,23735
31-12-2025,POS Subscription - Renewal,7000,23572
31-12-2025,POS Subscription - Renewal,7000,23370
31-12-2025,POS Subscription - Renewal,7000,23369
31-12-2025,POS Subscription - Renewal,7000,23368
31-12-2025,POS Subscription - Renewal,7000,23367
31-12-2025,POS Subscription - Renewal,7000,23290
31-12-2025,POS Subscription - Renewal,7000,23194
31-12-2025,POS Subscription - Renewal,7000,23193
31-12-2025,POS Subscription - Renewal,7000,23157
31-12-2025,POS Subscription - Renewal,7000,23155
31-12-2025,POS Subscription - Renewal,7000,22890
31-12-2025,POS Subscription - Renewal,7000,22864
31-12-2025,POS Subscription - Renewal,7000,22526
31-12-2025,POS Subscription - Renewal,7000,22525
31-12-2025,POS Subscription - Renewal,7000,19791
31-12-2025,POS Subscription - Renewal,7000,16533
31-12-2025,POS Subscription - Renewal,7000,12423
31-12-2025,POS Subscription - Renewal,7000,12110
31-12-2025,POS Subscription - Renewal,7000,10546
31-12-2025,POS Subscription - Renewal,7000,10520
31-12-2025,POS Subscription - Renewal,7000,79907
31-12-2025,POS Subscription - Renewal,7000,23771
31-12-2025,POS Subscription - Renewal,7000,23201
31-12-2025,POS Subscription - Renewal,7000,338980
31-12-2025,POS Subscription - Renewal,7000,338978
31-12-2025,POS Subscription - Renewal,7000,336369
31-12-2025,POS Subscription - Renewal,7000,136766
31-12-2025,POS Subscription - Renewal,7000,135831
31-12-2025,POS Subscription - Renewal,7000,22274
31-12-2025,POS Subscription - Renewal,7000,358127
31-12-2025,POS Subscription - Renewal,7000,23916
31-12-2025,POS Subscription - Renewal,7000,15818
31-12-2025,POS Subscription - Renewal,7000,135749
31-12-2025,POS Subscription - Renewal,7000,105843
31-12-2025,POS Subscription - Renewal,7000,358864
31-12-2025,POS Subscription - Renewal,7000,64771
31-12-2025,POS Subscription - Renewal,7000,106127
31-12-2025,POS Subscription - Renewal,7000,155732
31-12-2025,POS Subscription - Renewal,7000,155321
31-12-2025,POS Subscription - Renewal,7000,360984
31-12-2025,POS Subscription - Renewal,7000,64605
31-12-2025,POS Subscription - Renewal,7000,361291
31-12-2025,POS Subscription - Renewal,7000,11723
31-12-2025,POS Subscription - Renewal,7000,105948
31-12-2025,POS Subscription - Renewal,7000,360292
31-12-2025,POS Subscription - Renewal,7000,154763
31-12-2025,POS Subscription - Renewal,7000,361021
31-12-2025,POS Subscription - Renewal,7000,360998
31-12-2025,POS Subscription - Renewal,7000,106257
31-12-2025,POS Subscription - Renewal,7000,88439
31-12-2025,POS Subscription - Renewal,7000,364933
31-12-2025,POS Subscription - Renewal,7000,364932
31-12-2025,POS Subscription - Renewal,7000,364931
31-12-2025,POS Subscription - Renewal,7000,145824
31-12-2025,POS Subscription - Renewal,7000,364930
31-12-2025,POS Subscription - Renewal,7000,145798
31-12-2025,POS Subscription - Renewal,7000,336552
31-12-2025,POS Subscription - Renewal,7000,38169
31-12-2025,POS Subscription - Renewal,7000,106154
31-12-2025,POS Subscription - Renewal,7000,358976
31-12-2025,POS Subscription - Renewal,7000,63226
31-12-2025,POS Subscription - Renewal,7000,360060
31-12-2025,POS Subscription - Renewal,7000,362880
31-12-2025,POS Subscription - Renewal,7000,156546
31-12-2025,POS Subscription - Renewal,7000,104560
31-12-2025,POS Subscription - Renewal,7000,156545
31-12-2025,POS Subscription - Renewal,7000,363434
31-12-2025,POS Subscription - Renewal,7000,359539
31-12-2025,POS Subscription - Renewal,7000,330960
31-12-2025,POS Subscription - Renewal,7000,157768
31-12-2025,POS Subscription - Renewal,7000,156662
31-12-2025,POS Subscription - Renewal,7000,157767
31-12-2025,POS Subscription - Renewal,7000,157769
31-12-2025,POS Subscription - Renewal,7000,145863
31-12-2025,POS Subscription - Renewal,4500,362387
31-12-2025,POS Subscription - Renewal,7000,359719
31-12-2025,POS Subscription - Renewal,7000,157283
31-12-2025,POS Subscription - Renewal,7000,12900
31-12-2025,POS Subscription - Renewal,7000,360110
31-12-2025,POS Subscription - Renewal,7000,106300
31-12-2025,POS Subscription - Renewal,7000,363385
31-12-2025,POS Subscription - Renewal,7000,364574
31-12-2025,POS Subscription - Renewal,7000,38533
31-12-2025,POS Subscription - Renewal,4500,359750
31-12-2025,POS Subscription - Renewal,7000,106302
31-12-2025,POS Subscription - Renewal,7000,106298
31-12-2025,POS Subscription - Renewal,7000,364679
31-12-2025,POS Subscription - Renewal,7000,360382
31-12-2025,POS Subscription - Renewal,7000,360009
31-12-2025,POS Subscription - Renewal,7000,360215
31-12-2025,POS Subscription - Renewal,4500,360991
31-12-2025,POS Subscription - Renewal,4500,156221
31-12-2025,POS Subscription - Renewal,4500,156216
31-12-2025,POS Subscription - Renewal,4500,156224
31-12-2025,POS Subscription - Renewal,4500,156218
31-12-2025,POS Subscription - Renewal,4500,36115
31-12-2025,POS Subscription - Renewal,4500,153544
31-12-2025,POS Subscription - Renewal,7000,361392
31-12-2025,POS Subscription - Renewal,7000,157076
31-12-2025,POS Subscription - Renewal,7500,35880
31-12-2025,POS Subscription - Renewal,7000,60483
31-12-2025,POS Subscription - Renewal,4500,360159
31-12-2025,POS Subscription - Renewal,7000,35237
31-12-2025,POS Subscription - Renewal,7000,61942
31-12-2025,POS Subscription - Renewal,7000,61616
31-12-2025,POS Subscription - Renewal,4500,105026
31-12-2025,POS Subscription - Renewal,4500,155524
31-12-2025,POS Subscription - Renewal,6000,100272
31-12-2025,POS Subscription - Renewal,6000,31986
31-12-2025,POS Subscription - Renewal,6000,61995
